End_date,Casualty_ratio
2007-11-16T00:00:00,1.1428571428571428
2008-03-11T00:00:00,1.25
2008-03-17T00:00:00,1.5
2008-04-08T00:00:00,1.5
2010-01-25T00:00:00,1.3636363636363635
2010-02-02T00:00:00,0.8333333333333334
2010-01-25T00:00:00,1.6
2010-02-22T00:00:00,1.0769230769230769
2009-12-17T00:00:00,0.5
2007-11-14T00:00:00,2.588235294117647
2010-01-26T00:00:00,0.5
2010-05-17T00:00:00,1.05
2009-02-19T00:00:00,1.25
2009-07-18T00:00:00,0.5
2009-10-12T00:00:00,0.875
2009-10-13T00:00:00,0.5
2009-10-17T00:00:00,0.5
2009-10-25T00:00:00,1.1
2009-11-19T00:00:00,0.5
1996-08-18T00:00:00,1.5
1998-08-15T00:00:00,2.0
1998-10-07T00:00:00,2.0
2002-02-26T00:00:00,1.2727272727272727
2012-06-21T00:00:00,0.8333333333333334
2008-06-24T00:00:00,3.3333333333333335
2008-08-29T00:00:00,4.2
2009-04-08T00:00:00,1.6153846153846154
2010-07-04T00:00:00,0.6666666666666666
2011-02-20T00:00:00,1.375
2011-03-12T00:00:00,1.3333333333333333
2011-03-28T00:00:00,1.0769230769230769
2009-08-21T00:00:00,0.8333333333333334
2009-01-01T00:00:00,1.1818181818181819
2013-05-31T00:00:00,1.56
2010-05-14T00:00:00,1.3333333333333333
2010-01-26T00:00:00,2.0
2009-06-26T00:00:00,1.125
2005-07-15T00:00:00,2.4
2010-09-04T00:00:00,1.1428571428571428
2008-10-31T00:00:00,3.0
2008-07-28T00:00:00,2.5
2010-07-25T00:00:00,2.4
2008-08-11T00:00:00,1.411764705882353
2010-03-19T00:00:00,2.0
2009-08-21T00:00:00,1.25
2009-09-08T00:00:00,1.1111111111111112
2005-09-30T00:00:00,1.59375
2009-05-12T00:00:00,1.8
2011-12-26T00:00:00,1.3333333333333333
2015-01-19T00:00:00,1.1666666666666667
2015-02-04T00:00:00,0.9230769230769231
2010-03-26T00:00:00,0.6666666666666666
2010-03-26T00:00:00,1.5
2010-03-26T00:00:00,1.5
2010-07-04T00:00:00,1.5
2009-10-13T00:00:00,0.5
2005-01-07T00:00:00,5.0
2005-01-11T00:00:00,1.875
2011-06-03T00:00:00,1.8
